ean,pasillo,rubro,subrubro,descripcion,marca,imagen_url,nombre_dia
7790770601899,Perfumería,Protección femenina,Toallitas femeninas,"Toalla Femenina Nosotras Clásica Suave x 16 unidades con nueva tecnología CUR-V de máximo ajuste y alas asimétricas. 
• Las Toallas Nosotras Clásica Suave cuentan con tres puntos de absorción inteligente, barreras que bloquean el flujo y canales que distribuyen la menstruación para total protección.
• Tienen Alas asimétricas que NO se solapan entre sí y una forma única que se adapta a tu cuerpo moviéndose con vos para brindarte seguridad y comodidad.
• Con cubierta de tela tipo algodón suavecita al contacto con tu piel.
• Cuenta con un gel absorbente que ayuda a controlar los olores.
• Recomen",NOSOTRAS,https://ardiaprod.vteximg.com.br/arquivos/ids/369266/Toalla-Nosotras-Clasica-Suave-Curv-X-16-Ud-_1.jpg?v=639139167295530000,Toalla Nosotras Clásica Suave Curv X 16 Ud.
7790070318398,Almacén,Pastas Seca,Fideos seco,,LUCCHETTI,https://ardiaprod.vteximg.com.br/arquivos/ids/373897/Fideos-Lucchetti-Dedalitos-500-Gr-_1.jpg?v=639168576746070000,Fideos Lucchetti Dedalitos 500 Gr.
7790040173200,Desayuno,Galletitas y Cereales,Galletitas saladas,,REX,https://ardiaprod.vteximg.com.br/arquivos/ids/356669/Snacks-Kesitas-Rex-125-Gr-_1.jpg?v=638914530954130000,Snacks Kesitas Rex 125 Gr.
7791564136535,Frescos,Fiambrería,Quesos duros y semiduros,,BAVARIA,https://ardiaprod.vteximg.com.br/arquivos/ids/314533/Queso-Azul-Bavaria-125-Gr-_1.jpg?v=638599429598970000,Queso Azul Bavaria 125 Gr.
7793253098773,Limpieza,Cuidado de la ropa,Aprestos y Perfumes,"La fragancia Sedosa Primavera de Poett fue especialmente elaborada con notas exquisitas e ingredientes de alta calidad que la hace irresistible y de larga duración. Podes transformar ambientes e inspirar felicidad. Todo comienzo es mejor con aroma a rosas, fresia y jazmín. Duración de la fragancia: 15 días.",POETT,https://ardiaprod.vteximg.com.br/arquivos/ids/314224/Aromatizante-de-Tela-Poett-Fraganza-Sedosa-Primavera-gatillo-250-Ml-_1.jpg?v=638599424920500000,Aromatizante de Tela Poett Fraganza Sedosa Primavera gatillo 250 Ml.
7790639003444,Bebidas,Gaseosas,Tónica,,CUNNINGTON,https://ardiaprod.vteximg.com.br/arquivos/ids/329003/Gaseosa-Tonica-Cunnington-225-Lt-_1.jpg?v=638599630268800000,"Gaseosa Tonica Cunnington 2,25 Lt."
7791813420385,Bebidas,Gaseosas,Pomelo,,PASO DE LOS TOROS,https://ardiaprod.vteximg.com.br/arquivos/ids/364014/Gaseosa-Pomelo-Paso-de-Los-Toros-500-Ml-_1.jpg?v=639041535908270000,Gaseosa Pomelo Paso de Los Toros 500 Ml.
7793147570927,Bebidas,Cervezas,Rubia,,WARSTEINER,https://ardiaprod.vteximg.com.br/arquivos/ids/347266/Cerveza-Warsteiner-473-Ml-_1.jpg?v=638937179246730000,Cerveza Warsteiner 473 Ml.
7790132009158,Limpieza,Limpiadores,Limpiadores de baño,"El Destapacañerías Plomero Líquido cuenta con una exclusiva fórmula que llega directo a la obstrucción, rápida solución al problema de cañerías tapadas o lento desagüe. No daña las cañerías. Actúa a través del agua estancada en la pileta. Plomero líquido es seguro para cañerías, dispositivos, tanques y cañerías plásticas.",PLOLERO LIQUIDO,https://ardiaprod.vteximg.com.br/arquivos/ids/350791/Destapacañerias-Plomero-Liquido-botella-1-Lt-_1.jpg?v=638829856263800000,Destapacañerías Plomero Líquido botella 1 Lt.
7792319972248,Bebidas,Bodega,Vino Rosado,,COSECHA TARDIA,https://ardiaprod.vteximg.com.br/arquivos/ids/349693/Vino-Rosado-Dulce-Cosecha-Tardia-750-Ml-_1.jpg?v=638816036660870000,Vino Rosado Dulce Cosecha Tardia 750 Ml.
7790580132170,Desayuno,Para untar,Mermeladas,,ARCOR,https://ardiaprod.vteximg.com.br/arquivos/ids/359028/Mermelada-Damasco-Arcor-454-Gr-_1.jpg?v=638954271412630000,Mermelada Damasco Arcor 454 Gr.
7793147570866,Bebidas,Cervezas,Rubia,,GROLSCH,https://ardiaprod.vteximg.com.br/arquivos/ids/347257/Cerveza-Lata-Grolsch-473-Cc-_1.jpg?v=638785256951530000,Cerveza Lata Grolsch 473 Cc.
7790480008254,Desayuno,Infusiones y Endulzantes,Té,,GREEN HILLS,https://ardiaprod.vteximg.com.br/arquivos/ids/314521/Te-en-saquitos-Green-Hills-25-Ud-_1.jpg?v=638599429432370000,Té en saquitos Green Hills 25 Ud.
7794990177523,Frescos,Fiambrería,Rallados y en Hebras,,LA PAULINA,https://ardiaprod.vteximg.com.br/arquivos/ids/359911/Queso-en-Hebras-Italiano-La-Paulina-125-Gr-_1.jpg?v=638967239984500000,Queso en Hebras Italiano La Paulina 125 Gr.
7790742348203,Frescos,Leches,Leches enteras,"Leche parcialmente ultrapasteurizada homogeneizada, fortificada con vitaminas A y D. Libre de gluten. Fuente de vitaminas C y E.",LA SERENISIMA,https://ardiaprod.vteximg.com.br/arquivos/ids/343624/Leche-Multidefensa-2--La-Serenisima-1-Lt-_1.jpg?v=638905332910870000,Leche Multidefensa 2% La Serenisima 1 Lt.
7792590001156,Almacén,Harinas,Premezclas saladas,,CASERITA,https://ardiaprod.vteximg.com.br/arquivos/ids/355070/Harina-Fraccionada-Para-Pizza-Caserita-1-Kg-_1.jpg?v=638893885613930000,Harina Fraccionada Para Pizza Caserita 1 Kg.
7793913013474,Frescos,Lácteos,Postres y flanes,Deléitate con el Postre Arroz con Leche y Canela Tregar de 180 gramos. Este exquisito postre combina la suavidad y dulzura del arroz con la irresistible fragancia y sabor de la canela. Disfruta de la textura cremosa y el delicado equilibrio de sabores en cada cucharada.,TREGAR,https://ardiaprod.vteximg.com.br/arquivos/ids/328318/Postre-Arroz-Con-Leche-Y-Canela-Tregar-180-Gr_1.jpg?v=639167161873400000,Postre Arroz Con Leche Y Canela Tregar 180 Gr
7793147573492,Bebidas,Cervezas,Rubia,,MILLER,https://ardiaprod.vteximg.com.br/arquivos/ids/330566/Cerveza-Porron-Miller-330-Ml-_1.jpg?v=638754981658900000,Cerveza Porron Miller 330 Ml.
7792798013951,Bebidas,Cervezas,Rubia,,QUILMES,https://ardiaprod.vteximg.com.br/arquivos/ids/316600/Cerveza-Quilmes-1890-En-Lata-473-Ml-_1.jpg?v=638599462012600000,Cerveza Quilmes 1890 En Lata 473 Ml.
7891000345481,Almacén,Comidas listas,Caldos,"Presentación: 12 unidades x 9,5gr Caldo MAGGI - Sabor GALLINA. Los caldos MAGGI son la alternativa ideal para todas tus comidas. Incorporalos en sopas, guisos, verduras, pastas, salsa, arroz y muchos otros platos para darle cuerpo y sabor a tus preparaciones. Lográ platos más ricos, saludables y con un nivel muy bajo en sodio. ¡Probá nuestros caldos MAGGI en todos sus sabores y descubrí que no pueden faltar en tu cocina!",MAGGI,https://ardiaprod.vteximg.com.br/arquivos/ids/371655/Caldo-De-Gallina-Maggi-X-12-Ud-_1.jpg?v=639155583457770000,Caldo De Gallina Maggi X 12 Ud.
7792798009107,Bebidas,Cervezas,Rubia,,QUILMES,https://ardiaprod.vteximg.com.br/arquivos/ids/330771/Cerveza-0-0-Sin-Alcohol-Quilmes-473-Ml-_1.jpg?v=638599653685730000,Cerveza 0.0 Sin Alcohol Quilmes 473 Ml.
7790742373908,Frescos,Fiambrería,Queso crema y untables,"Queso procesado untable dietético, reducido en calorías, reducido en grasas. Libre de gluten.",LA SERENISIMA,https://ardiaprod.vteximg.com.br/arquivos/ids/352303/Queso-Untable-La-Serenisima-Cremon-Original-280-Gr-_1.jpg?v=638851462920470000,Queso Untable La Serenísima Cremón Original 280 Gr.
7790538009561,Desayuno,Galletitas y Cereales,Galletas de arroz,,ARROCITAS,https://ardiaprod.vteximg.com.br/arquivos/ids/354966/Galletas-De-Arroz-Arrocitas-Con-Sal-101-Gr-_1.jpg?v=638889472997600000,Galletas De Arroz Arrocitas Con Sal 101 Gr.
7790670050650,Congelados,Hamburguesas y Medallones,Hamburguesas de carne,,PATY,https://ardiaprod.vteximg.com.br/arquivos/ids/313474/Paty-de-Carne-Clasicas-4-Un--320-Gr-_1.jpg?v=638599414892830000,Paty de Carne Clásicas 4 Un. 320 Gr.
7792180004741,Almacén,Panadería,Pan rallado y Rebozadores,,MAMA COCINA,https://ardiaprod.vteximg.com.br/arquivos/ids/343100/Pan-Rallado-Mama-Cocina-500-Gr-_1.jpg?v=638726177535030000,Pan Rallado Mamá Cocina 500 Gr.
7799155000173,Bebidas,Aguas,Aguas sin gas,,VILLAVICENCIO,https://ardiaprod.vteximg.com.br/arquivos/ids/333717/Agua-Sin-Gas-Villavicencio-500-Ml-_1.jpg?v=638624220817500000,Agua Sin Gas Villavicencio 500 Ml.
7791293045733,Perfumería,Cuidado del pelo,Shampoo,"Conocé el Shampoo Sedal Ceramidas, que va a hacer que tu cabello luzca siempre vivo, suave y principalmente intacto y radiante. Ahora con su nueva fórmula con ceramidas, retinol y colágeno.

Nuestra fórmula exclusiva con CERA-GLOSS COMPLEX, que combina Ceramidas, Retinol y Colágeno, deja el cabello más fuerte y más suave con un ultra brillo. Este complejo te da más fuerza y un brillo espejado.

Cada uno de estos componentes ayuda en la revitalización del cabello:

Las Ceramidas son conocidas por ayudar a mantener el cabello hidratado y fortalecerlo.
El Retinol nutre desde la raíz hasta las pun",SEDAL,https://ardiaprod.vteximg.com.br/arquivos/ids/356381/Shampoo-SEDAL-Ceramidas-Botella-340-Ml-_1.jpg?v=638911941213370000,Shampoo SEDAL Ceramidas Botella 340 Ml.
7790132098459,Limpieza,Limpiadores,Lavandinas,"La Lavandina Ayudín Original elimina el 99,9% de bacterias y se recomienda para la desinfección de los pisos de la cocina, living, cuartos, baño, patio y balcón; la mesada, pileta y utensilios de cocina, artefactos del baño, las llaves de las canillas, el botón de descarga del inodoro y las manijas de todas las puertas de la casa. Desinfecta, desodoriza. La limpieza importa y la hacemos entre todos.",AYUDIN,https://ardiaprod.vteximg.com.br/arquivos/ids/307481/Lavandina-Ayudin-Original-1-Lt-_1.jpg?v=638878561062630000,Lavandina Ayudín Original 1 Lt.
7790625005315,Frescos,Fiambrería,Fiambres,,LARIO,https://ardiaprod.vteximg.com.br/arquivos/ids/321147/Mortadela-Feteada-Lario-150-Gr-_1.jpg?v=638599527203000000,Mortadela Feteada Lario 150 Gr.
7891010254773,Perfumería,Protección femenina,Tampones,"Los tampones o.b.® Original Medio son ideales para flujos medio o moderado. Tienen canales curvos que son diseñados para dirigir el flujo de una manera más efectiva hacia el centro del tampón, dándote protección confiable para evitar filtraciones.
- Te brindan hasta 8 horas de protección y absorben instantáneamente el flujo.
- Son hipoalergénicos y ginecológicamente probados.
- Fabricados con 85% de materiales de origen natural, sin fragancia ni cloro elemental.",O.B.,https://ardiaprod.vteximg.com.br/arquivos/ids/369131/Tampones-Ob-Siempre-Libre-Medio-X-8-Ud-_1.jpg?v=639138304397400000,Tampones Ob Siempre Libre Medio X 8 Ud.
7790070335944,Almacén,Pastas Seca,Fideos seco,,MATARAZZO,https://ardiaprod.vteximg.com.br/arquivos/ids/373012/Fideos-Penne-Rigate-3-Vegetales-N45-Matarazzo-500-Gr-_1.jpg?v=639168564953630000,Fideos Penne Rigate 3 Vegetales N45 Matarazzo 500 Gr.
7791293045740,Perfumería,Cuidado del pelo,Shampoo,"Descubrí el Shampoo SEDAL Crema Balance, con una fórmula renovada y un tratamiento completo para tu pelo.  ¡Lográ una hidratación y suavidad increíble de la raíz a las puntas!

Además, nuestra fórmula innovadora incorpora un 2% de AMINO-SILK COMPLEX, un poderoso mix con proteína de seda que une sus moléculas con las fibras capilares para un cabello más fuerte y suave al tacto. ¡Con solo 1 minuto de cuidado, vas a disfrutar de hasta 100 horas de suavidad y frizz controlado!

En un mundo vibrante y en constante cambio, podemos celebrar cada desafío con un cabello protegido, reparado, fuerte y bi",SEDAL,https://ardiaprod.vteximg.com.br/arquivos/ids/356341/Shampoo-SEDAL-Crema-Balance-Toque-de-Seda-340-Ml-_1.jpg?v=638911940827300000,Shampoo SEDAL Crema Balance Toque de Seda 340 Ml.
7790070336149,Almacén,Pastas Seca,Fideos seco,,LUCCHETTI,https://ardiaprod.vteximg.com.br/arquivos/ids/374229/Fideos-Mostachol-N51-Luchetti-500-Gr-_1.jpg?v=639168581085270000,Fideos Mostachol N51 Luchetti 500 Gr.
7790040142480,Desayuno,Galletitas y Cereales,Cereales,,FORMIS,https://ardiaprod.vteximg.com.br/arquivos/ids/355066/Cereal-De-Chocolate-Formis-145-Gr-_1.jpg?v=638893885555370000,Cereal De Chocolate Formis 145 Gr.
7790070432254,Almacén,Pastas y arroce,Arroce,,GALLO,https://ardiaprod.vteximg.com.br/arquivos/ids/374257/Arroz-Preparado-Con-Vegetales-Gallo-240-Gr-_1.jpg?v=639168581417270000,Arroz Preparado Con Vegetales Gallo 240 Gr.
7790895647017,Bebidas,Jugos e Isotónicas,Jugos listos,,CEPITA,https://ardiaprod.vteximg.com.br/arquivos/ids/308249/Jugo-Cepita-Del-Valle-Manzana-1-Lt-_1.jpg?v=638599340974770000,Jugo Cepita Del Valle Manzana 1 Lt.
7798004241316,Desayuno,Galletitas y Cereales,Galletitas dulces,,SIN MARCA,https://ardiaprod.vteximg.com.br/arquivos/ids/330568/Biscuit-142-Gr-_1.jpg?v=638599650979630000,Biscuit 142 Gr.
7793890261462,Almacén,Panadería,Pan de molde,"El pan Frago es el pan que combina recetas tradicionales mejoradas en el tiempo, con ingredientes nobles, frescura y rico sabor. Con más de 50 años de trayectoria, contamos con un portfolio variado con distintos formatos para compartir en casa.

Pan con ingredientes nobles, frescura y equilibrio.

Harina de trigo 000*, agua, harina integral, levadura, salvado de trigo, gluten de trigo, azúcar, aceite vegetal, harina de centeno, germen de trigo, sal, mezcla de vitaminas y minerales (sulfato ferroso, vitamina B3, vitamina B2), cloruro de potasio, cacao en polvo, suero de leche en polvo, aromatiz",FARGO,https://ardiaprod.vteximg.com.br/arquivos/ids/355771/Pan-Salvado-Fargo-390-Gr-_1.jpg?v=638902433163100000,Pan Salvado Fargo 390 Gr.
7891000249833,Desayuno,Infusiones y Endulzantes,Café,"10 cápsulas                                                                       Medida: 60ml por cápsula                                                                   intensidad: 5                                                                        Café intenso. Dejate seducir por este Espresso delicado pero vibrante, su capa dorada cremosa y sus sutiles aromas afrutados. Descubrí esta mezcla de café puro Arábica premium de Brasil y Colombia. Espresso es la cápsula de café más clásica. El tipo de café que siempre es agradable al paladar. Es ideal para cualquier momento del día y da ig",NESCAFE,https://ardiaprod.vteximg.com.br/arquivos/ids/368427/Nescafe-Dolce-Gusto-Espresso-X-10-Ud-_1.jpg?v=639129664437970000,Nescafe Dolce Gusto Espresso X 10 Ud.
7791843009130,Bebidas,Bodega,Vino Tinto,,ESTATE,https://ardiaprod.vteximg.com.br/arquivos/ids/316457/Vino-Tinto-Estate-Malbec-750-ml-_1.jpg?v=638599459798330000,Vino Tinto Estate Malbec 750 ml.
7790770601875,Perfumería,Protección femenina,Protección diaria,"Protectores Diarios Nosotras Multiestilo x 20 unidades.
• Los Protectores Diarios Nosotras Multiestilo se adaptan a cualquier tipo de ropa interior por sus bordes delgados y semitransparentes que se doblan como lo necesites.
• Con cubierta suave de tela tipo algodón que contiene Ácido Láctico, ingrediente natural que no altera el pH de tu zona íntima, evitando irritaciones y posibles olores.
• Controla la humedad de la Zona V generada por: flujo vaginal, sudor, relaciones sexuales.
• Ginecológicamente comprobados.
Mantenete protegida todo el día y disfrutá la comodidad de ser vos.",NOSOTRAS,https://ardiaprod.vteximg.com.br/arquivos/ids/369271/Protector-Diario-Nosotras-Multiestilo-X-20-Ud-_1.jpg?v=639139167349800000,Protector Diario Nosotras Multiestilo X 20 Ud.
7791058002445,Frescos,Lácteos,Postres y flanes,,MANFREY,https://ardiaprod.vteximg.com.br/arquivos/ids/306891/Flan-Manfrey-Vainilla-120-Gr-_1.jpg?v=638599323101800000,Flan Manfrey Vainilla 120 Gr.
7790990002834,Limpieza,Cuidado de la ropa,Jabón líquido,,ARIEL,https://ardiaprod.vteximg.com.br/arquivos/ids/362687/Jabon-Concentrado-Ariel-Platinum-Botella-500-Ml-_1.jpg?v=639003522497170000,Jabon Concentrado Ariel Platinum Botella 500 Ml.
7793147572327,Bebidas,Cervezas,Rubia,,SALTA CAUTIVA,https://ardiaprod.vteximg.com.br/arquivos/ids/324679/Cerveza-Rubia-Salta-Cautiva-en-lata-473-Ml-_1.jpg?v=638599571693430000,Cerveza Rubia Salta Cautiva en lata 473 Ml.
7791969001032,Perfumería,Cuidado Personal,Desodorantes Masculinos,"El Desodorante antitranspirante NIVEA MEN Black & White Invisible Original en aerosol, brinda 72 horas de confiable protección que cuida tu piel. No deja manchas blancas en tu ropa negra y reduce las manchas amarillas en tu ropa blanca. De esta manera el negro queda negro y, por primera vez, el blanco queda blanco por más tiempo. Está dermatológicamente probado, no contiene alcohol etílico y no causa irritación. Es adecuado para todo tipo de pieles. 

NIVEA es la marca Nº 1 en el cuidado de la piel en el Mundo y en Argentina, con más de 100 años de trayectoria. Desde que inventamos la primera",NIVEA,https://ardiaprod.vteximg.com.br/arquivos/ids/362129/Desodorante-Nivea-Men-Black---White-Invisible-Original-150-Ml-_1.jpg?v=638991429111100000,Desodorante Nivea Men Black & White Invisible Original 150 Ml.
7791293049472,Perfumería,Cuidado Personal,Desodorantes Masculinos,"Preparate para vivir una experiencia de protección imparable, creada especialmente para los verdaderos hinchas. Con el nuevo Antitranspirante Rexona Men Copa del Mundo de la FIFA 2026™ en Aerosol, tenés una defensa imbatible de 72 horas de protección continua contra la transpiración y el mal olor, para que vivas cada momento con la máxima intensidad.

El secreto está en nuestra fórmula avanzada: no solo te protege, sino que se activa de forma inteligente con cada uno de tus movimientos, liberando ráfagas de frescura para mantenerte seco y seguro justo cuando más lo necesitás. 

Celebrá tu pasi",REXONA,https://ardiaprod.vteximg.com.br/arquivos/ids/372642/Antitranspirante-Rexona-Men-Copa-del-Mundo-de-la-FIFA-2026™-en-Aerosol-150-Ml-_1.jpg?v=639168560194600000,Antitranspirante Rexona Men Copa del Mundo de la FIFA 2026™ en Aerosol 150 Ml.
7791540053351,Bebidas,Bodega,Vino Tinto,,TERMIDOR,https://ardiaprod.vteximg.com.br/arquivos/ids/313302/Vino-Tinto-Termidor-Tradicion-brik-1-Lt-_1.jpg?v=638599412528670000,Vino Tinto Termidor Tradición brik 1 Lt.
7891000379028,Almacén,Golosinas y Alfajores,Chocolates,"Unidad de 41,5 gramos                         KitKat White es un delicioso chocolate de 4 barritas de oblea crocante, cubierto de chocolate blanco.                                         ¡El snack ideal para aquellos que valoran sus breaks!                                              Oblea rellena con cacao recubierta con chocolate blanco de cobertura. Contiene grasa vegetal además de manteca de cacao.                                                       ¡Have a break, Have a KitKat!",KIT KAT,https://ardiaprod.vteximg.com.br/arquivos/ids/368847/Oblea-Kitkat-White-4-Fingers-X-41-5-Gr-_1.jpg?v=639135710833330000,Oblea Kitkat White 4 Fingers X 41.5 Gr.
7791337008564,Frescos,Lácteos,Yogures descremados,"SER Calci+, batido, parcialmente descremado, sabor vainilla. CalciPlus es un yogur que contiene el 50% del calcio y vitamina D diarios necesarios por pote. ¡Y con vitamina K2!. BATIDO 120gr.?  Yogur batido parcialmente descremado reducido en lactosa fortificado con calcio y vitaminas A, D, E, K2, B3 y ácido fólico con preparado sabor vainilla libre de gluten. Sin TACC.",SER,https://ardiaprod.vteximg.com.br/arquivos/ids/356569/Yogur-Batido-Sabor-Vainilla-Ser-Calci--120-Gr-_1.jpg?v=638912806273270000,Yogur Batido Sabor Vainilla Ser Calci+ 120 Gr.
7790070764034,Bebidas,Bodega,Vino Rosado,,EMILIA,https://ardiaprod.vteximg.com.br/arquivos/ids/345956/Coctel-Sangria-Emilia-750-Ml-_1.jpg?v=638750367449800000,Coctel Sangria Emilia 750 Ml.
7790895000997,Bebidas,Gaseosas,Cola,,COKE/COCACOLA,https://ardiaprod.vteximg.com.br/arquivos/ids/307376/Gaseosa-CocaCola-Sabor-Original-2-25-Lt-_1.jpg?v=638599329582770000,Gaseosa Coca-Cola Sabor Original 2.25 Lt.
7790950142921,Bebidas,Aperitivos,Vermouth,,GANCIA,https://ardiaprod.vteximg.com.br/arquivos/ids/373093/Aperitivo-Americano-Gancia-Lima-Limon-473-Ml-_1.jpg?v=639168566127030000,Aperitivo Americano Gancia Lima Limón 473 Ml.
4005900130785,Perfumería,Cuidado Personal,Desodorantes Femeninos,"El Desodorante antitranspirante femenino NIVEA Protect & Care Roll On brinda 72 horas de protección. Además, ofrece el equilibrio perfecto entre la protección y el cuidado único de NIVEA, con una fragancia inspirada en NIVEA Creme. Es adecuado para todo tipo de pieles.
NIVEA es la marca Nº 1 en el cuidado de la piel en el Mundo y en Argentina, con más de 100 años de trayectoria. Desde que inventamos la primera crema, NIVEA Creme, desarrollamos investigación constante para producir innovaciones que atiendan a cada necesidad de la piel de toda la familia. Nuestros investigadores se centran espec",NIVEA,https://ardiaprod.vteximg.com.br/arquivos/ids/342753/Desodorante-femenino-Nivea-Protect---Care-Roll-On-50-ml_1.jpg?v=638719462784000000,Desodorante femenino Nivea Protect & Care Roll On 50 ml
7791866001364,Almacén,Aceites y Aderezos,Mayonesa,,NATURA,https://ardiaprod.vteximg.com.br/arquivos/ids/306990/Mayonesa-Natura-500-Ml-_1.jpg?v=638599324417500000,Mayonesa Natura 500 Ml.
7790950134100,Bebidas,Aperitivos,Amargos,,DR.LEMON,https://ardiaprod.vteximg.com.br/arquivos/ids/345697/Aperitivo-Dr-Lemon-Con-Limon-x-1-Lt-_1.jpg?v=638745185268630000,Aperitivo Dr Lemon Con Limón x 1 Lt.
7791337008489,Frescos,Lácteos,Postres y flanes,"SERENITO, cremoso, vainilla con chocobombas.Crocante, rico y divertido, porque combina nuestro clásico postre sabor vainilla con las más ricas bolitas crocantes para mezclar y disfrutar. ¡Receta original! Fortificado con vitamina A, B3 y D. Cuchareá a todo ritmo. CAPUCHÓN 118gr.Postre sabor a vainilla fortificado con zinc y vitaminas A, B3, D y ácido fólico con microgalletitas bañadas mix para mezclar.",SERENITO,https://ardiaprod.vteximg.com.br/arquivos/ids/367473/Postre-Vainilla-Con-Chocobombas-Serenito-118-Gr-_1.jpg?v=639114975451570000,Postre Vainilla Con Chocobombas Serenito 118 Gr.
7790040137837,Desayuno,Galletitas y Cereales,Galletitas dulces,,MANA,https://ardiaprod.vteximg.com.br/arquivos/ids/326725/Galletitas-Mana-Sabor-Vainilla-136-Gr-_1.jpg?v=638925108131500000,Galletitas Mana Sabor Vainilla 136 Gr.
7790310983256,Desayuno,Galletitas y Cereales,Galletitas saladas,,TWISTOS,https://ardiaprod.vteximg.com.br/arquivos/ids/373131/Mini-Tostaditas-Sabor-Jamon-Twistos-95-Gr-_1.jpg?v=639168566628700000,Mini Tostaditas Sabor Jamón Twistos 95 Gr.
7790070336057,Almacén,Pastas Seca,Fideos seco,,LUCCHETTI,https://ardiaprod.vteximg.com.br/arquivos/ids/373390/Fideos-Tirabuzon-3-vegetales-N34-Luchetti-500-Gr-_1.jpg?v=639168570331100000,Fideos Tirabuzón 3 vegetales N34 Luchetti 500 Gr.
7891000248799,Almacén,Golosinas y Alfajores,Chocolates,,KIT KAT,https://ardiaprod.vteximg.com.br/arquivos/ids/353458/Oblea-Kitkat-4-Fingers-X-41-5-Gr-_1.jpg?v=638871331920330000,Oblea Kitkat 4 Fingers X 41.5 Gr.
7790314080159,Bebidas,Bodega,Vino Tinto,,ESTANCIA MENDOZA,https://ardiaprod.vteximg.com.br/arquivos/ids/311294/Vino-Tinto-Estancia-Mendoza-Malbec-750-ml-_1.jpg?v=638599384571870000,Vino Tinto Estancia Mendoza Malbec 750 ml.
7891150081239,Perfumería,Cuidado Personal,Desodorantes Femeninos,"La fórmula de este antitranspirante en aerosol está enriquecida con óleo protector de origen natural que ayuda a hidratar la piel de tus axilas, lo que lo hace perfecto para el cuidado de tu piel. Además, contiene ¼ de crema humectante, brindando protección antitranspirante y cuidado a tus axilas.

Este efectivo antitranspirante en aerosol te ayuda a sentirte segura y fresca durante todo el día, gracias a su aroma clásico y natural con notas sutiles y frescas. Su fórmula es suave para tu piel y te permite comenzar tu día con confianza, dejando tus axilas suaves, frescas y saludables.

Además,",DOVE,https://ardiaprod.vteximg.com.br/arquivos/ids/352192/Desodorante-Aerosol-Dove-Original-250-Ml-_1.jpg?v=638847147478170000,Desodorante Aerosol Dove Original 250 Ml.
7790387013627,Desayuno,Infusiones y Endulzantes,Yerba mate,,TARAGUI,https://ardiaprod.vteximg.com.br/arquivos/ids/332613/Yerba-Mate-Taragui-4-Flex-500-Gr-_1.jpg?v=638619041390530000,Yerba Mate Taragüi 4 Flex 500 Gr.
7790240094459,Bebidas,Bodega,Vino Tinto,,TRAPICHE,https://ardiaprod.vteximg.com.br/arquivos/ids/314475/Vino-Tinto-Trapiche-Reserva-Malbec-750-ml-_1.jpg?v=638599428776300000,Vino Tinto Trapiche Reserva Malbec 750 ml.
7790070933638,Desayuno,Infusiones y Endulzantes,Café,,ARLISTAN,https://ardiaprod.vteximg.com.br/arquivos/ids/346330/Cafe-Suave-Mas-Aroma-Arlistan-170-Gr-_1.jpg?v=638755554758000000,Cafe Suave Mas Aroma Arlistan 170 Gr.
7790240107500,Bebidas,Bodega,Vino Tinto,,ALARIS,https://ardiaprod.vteximg.com.br/arquivos/ids/310029/Vino-Tinto-Trapiche-Alaris-Cabernet-Sauvignon-750-ml-_1.jpg?v=638599366066570000,Vino Tinto Trapiche Alaris Cabernet Sauvignon 750 ml.
7790236018346,Frescos,Pastas Frescas,Tapas,,LA SALTEÑA,https://ardiaprod.vteximg.com.br/arquivos/ids/319229/Tapas-de-Empanada-La-Salteña-Hojaldre-605-Gr-_1.jpg?v=638599500824500000,Tapas de Empanada La Salteña Hojaldre 605 Gr.
7794000004917,Almacén,Comidas listas,Bolsas saborizadoras,"Sabor al horno Knorr Cebolla y Ajo es la mejor forma de darle sabor a tus comidas. 
Ideal para personas que buscan practicidad y eficacia a la hora de cocinar, Knorr les brinda todo el sabor en un producto que es fácil de usar y que le da la diferencia a tus comidas. Platos jugosos y dorados sin ensuciar tu horno. 
En Knorr creemos que ingredientes de calidad traen los mejores sabores. Por eso estamos estableciendo el Compromiso Sustentable Knorr con nuestros agricultores, para asegurarnos que nuestros cultivos reciban todos los cuidados necesarios, ofreciendo ingredientes sabrosos y cultivado",KNORR,https://ardiaprod.vteximg.com.br/arquivos/ids/359720/Sabor-Al-Horno-Carne-Cebolla-y-Ajo-Knorr-21-Gr-_1.jpg?v=638962906399230000,Sabor Al Horno Carne Cebolla y Ajo Knorr 21 Gr.
7790310985434,Almacén,Picadas,Papas Fritas,"Las papas fritas Lay's sabor jamón serrano tienen el toque justo de sabor. Este snack crocante posee un intenso sabor, lo que lo convierte en una gran opción para la picada del fin de semana. 
Animate a probarlas y disfrutar de este snack salado acompañado de tus comidas y bebidas favoritas. Delicioso sabor a jamón serrano.  Perfectamente sazonadas. Hechas con papas cuidadosamente seleccionadas.  Papa, aceite vegetal, preparado saborizante jamón serrano (maltodextrina, sal, azúcar, proteína hidrolizada, tomate en polvo, aceite vegetal, resaltador de sabor: sodio (mono) glutamato (INS 621), sod",LAY'S,https://ardiaprod.vteximg.com.br/arquivos/ids/375622/Papas-Fritas-Lays-Jamon-Serrano-77-Gr-_1.jpg?v=639186686640800000,Papas Fritas Lays Jamón Serrano 77 Gr.
